ip,start_time,req_count,auth_fail_count,rapid_req_count,large_payload_count,xss_hits,sqli_hits,get_requests,avg_response_time,label
::ffff:127.0.0.1,2026-01-01 08:09:38.565000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.569000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.574000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.578000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.583000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.586000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.590000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.594000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.599000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.602000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.607000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.611000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.616000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.621000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.626000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.630000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.636000+00:00,20,0,20,0,0,20,20,0.45,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.641000+00:00,20,0,20,0,0,20,20,0.45,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.649000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.655000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.663000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.667000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.671000+00:00,20,0,20,0,0,20,20,0.05,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.676000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.681000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.686000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.694000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.699000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.706000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.711000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.717000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.723000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.730000+00:00,20,0,20,0,0,20,20,0.5,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.736000+00:00,20,0,20,0,0,20,20,0.45,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.744000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.751000+00:00,20,0,20,0,0,20,20,0.5,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.758000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.764000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.772000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.776000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.782000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.786000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.793000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.797000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.803000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.808000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.812000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.816000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.821000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.826000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.833000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.838000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.845000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.851000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.858000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.864000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.870000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.875000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.882000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.894000+00:00,20,0,20,0,0,20,19,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.902000+00:00,20,0,20,0,0,20,19,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.909000+00:00,20,0,20,0,0,20,19,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.917000+00:00,20,0,20,0,0,20,19,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.926000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.934000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.941000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.950000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.957000+00:00,20,0,20,0,0,20,19,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.965000+00:00,20,0,20,0,0,20,15,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.971000+00:00,20,0,20,0,0,20,15,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.979000+00:00,20,0,20,0,0,20,15,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.992000+00:00,20,0,20,0,0,20,16,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:38.999000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.005000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.009000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.014000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.018000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.022000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.025000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.030000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.033000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.037000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.040000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.044000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.047000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.051000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.059000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.064000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.069000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.075000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.079000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.084000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.088000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.094000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.099000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.107000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.111000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.117000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.121000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.126000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.131000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.136000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.140000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.146000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.150000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.155000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.159000+00:00,20,0,20,0,0,20,20,0.05,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.165000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.169000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.174000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.179000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.186000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.192000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.199000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.205000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.211000+00:00,20,0,20,0,0,20,20,0.55,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.216000+00:00,20,0,20,0,0,20,20,0.45,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.223000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.227000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.233000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.237000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.243000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.247000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.254000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.258000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.264000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.269000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.277000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.283000+00:00,20,0,20,0,0,20,20,0.45,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.291000+00:00,20,0,20,0,0,20,20,0.5,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.297000+00:00,20,0,20,0,0,20,20,0.45,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.304000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.311000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.318000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.325000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.333000+00:00,20,0,20,0,0,20,20,0.0,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.339000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.345000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.350000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.357000+00:00,20,0,20,0,0,20,20,0.55,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.363000+00:00,20,0,20,0,0,20,20,0.45,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.369000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.375000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.380000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.385000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.392000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.397000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.405000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.411000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.417000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.423000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.430000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.435000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.442000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.449000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.457000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.463000+00:00,20,0,20,0,0,20,20,0.45,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.467000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.473000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.479000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.485000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.490000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.496000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.502000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.510000+00:00,20,0,20,0,0,20,20,0.05,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.516000+00:00,20,0,20,0,0,20,20,0.05,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.521000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.526000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.533000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.537000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.542000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.545000+00:00,20,0,20,0,0,20,20,0.05,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.549000+00:00,20,0,20,0,0,20,20,0.05,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.553000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.557000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.561000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.566000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.573000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.578000+00:00,20,0,20,0,0,20,20,0.05,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.582000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.587000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.591000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.595000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.599000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.604000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.608000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.613000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.616000+00:00,20,0,20,0,0,20,20,0.05,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.622000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.625000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.630000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.634000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.640000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.645000+00:00,20,0,20,0,0,20,20,0.05,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.650000+00:00,20,0,20,0,0,20,18,0.05,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.654000+00:00,20,0,20,0,0,20,18,0.05,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.660000+00:00,20,0,20,0,0,20,18,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.665000+00:00,20,0,20,0,0,20,18,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.671000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.676000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.681000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.687000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.693000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.698000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.704000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.710000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.716000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.722000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.728000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.734000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.741000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.747000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.753000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.760000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.767000+00:00,20,0,20,0,0,20,20,0.45,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.774000+00:00,20,0,20,0,0,20,20,0.55,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.779000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.784000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.790000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.796000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.803000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.808000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.814000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.817000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.822000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.826000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.835000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.844000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.854000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.865000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.871000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.877000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.887000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.891000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.899000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.904000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.910000+00:00,20,0,20,0,0,20,20,0.05,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.915000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.923000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.929000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.935000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.941000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.947000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.953000+00:00,20,0,20,0,0,20,20,0.05,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.960000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.965000+00:00,20,0,20,0,0,20,19,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.971000+00:00,20,0,20,0,0,20,19,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.976000+00:00,20,0,20,0,0,20,19,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.983000+00:00,20,0,20,0,0,20,19,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.989000+00:00,20,0,20,0,0,20,17,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:39.995000+00:00,20,0,20,0,0,20,16,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:40.002000+00:00,20,0,20,0,0,20,16,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:40.008000+00:00,20,0,20,0,0,20,16,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:40.013000+00:00,20,0,20,0,0,20,19,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:40.018000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:40.023000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-01 08:09:40.028000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:40.033000+00:00,20,0,20,0,0,20,20,0.35,recon
